         0-25     25-30     30-35     35-40       40+  Avg_game_time  Dmg_per_gold    Drag_%      FT_%     Games  Gd_at_15    Gd/min    Gold/M       KDA    O_0-25   O_25-30   O_30-35   O_35-40     O_40+  O_Avg_game_time  O_Dmg_per_gold  O_Drag_%    O_FT_%   O_Games  O_Gd_at_15  O_Gd/min  O_Gold/M     O_KDA      O_WR  O_Winrate        WR   Winrate
142  0.318887  0.689959  0.758350  0.295233  1.559161       0.579600      0.200116  0.215697 -0.975477  2.602540 -0.038608  0.339379  0.058943  0.214383  1.394198  1.418071  0.923118  0.179564  0.305680        -0.622906       -0.555580 -0.853274 -0.851929 -0.487957   -0.793707 -1.071863 -0.005008 -0.307913 -0.687745  -1.214030  0.216204  0.305499
143  0.200498  0.351531  0.905763  0.523103 -0.221647       1.227139      0.105301  1.071694 -0.975477 -0.631658  0.562060 -0.069351 -0.118441 -0.540280  0.369038 -0.181676  1.858498  2.287888 -0.344720        -2.641869        0.586714  2.000489  0.838320 -0.838302    2.299808  2.102604  2.683945  5.436687  2.430711   1.567546 -0.732230 -0.082167
144  1.027831 -0.187266  0.008899 -0.041423  1.518317      -0.217372     -1.470182  0.288548  0.802792  0.049226 -0.456830 -0.443443  0.040271 -0.118216  0.912618 -0.610839 -0.784677 -1.034380 -1.000165        -0.013736       -0.039698 -1.020052 -0.851929 -0.254394   -1.481691 -1.771801 -0.619338 -0.643349 -0.146271  -1.614577 -0.085806 -0.862958
145 -1.268924  0.386962 -0.510142 -0.288604  0.156570       0.579600      0.200116  0.215697 -0.975477 -0.206105 -0.038608  0.339379  1.104575 -0.219259  1.982476  1.982598  0.945642 -0.193597 -0.296371         0.778185       -0.697773 -1.798351 -1.271536 -0.838302   -1.277129 -0.880970 -0.579054 -0.671706 -1.681957  -0.819046  0.391007  0.305499
146  0.203284  0.450493  1.082906  0.330636  0.117360       0.679221     -1.199086 -0.676724  0.802792 -1.227431  0.385228  0.824313  0.124295 -0.011911  0.331549 -0.163217  1.174849  0.236509  0.212765        -2.641869        0.586714  2.000489  0.838320  1.263765    2.299808  2.102604  1.676846  1.392090  2.074860   1.567546 -0.907033  1.479415
147  1.027831  0.357640  0.718710  0.185160  1.514232       0.828653     -0.617424 -1.778592 -1.416936 -0.376326 -1.316665 -0.942232  0.208319 -0.246624  0.648758 -0.355495 -0.426954  0.235839 -1.865403        -0.318321       -1.584414  0.304909  0.838320 -0.254394   -0.390373 -0.371925  0.780529 -0.620526 -0.436928  -0.819046 -0.263205 -0.862958
148 -0.351058 -1.395589 -0.210362  1.491873 -0.871887       0.289037     -0.608178  0.079102  1.691927 -1.142320 -0.223861  0.249320  0.451055  0.139653  1.105827  1.996442  1.222546  0.901767 -0.805508         0.116801        0.328725 -0.223223  0.412803 -1.188647    0.357436 -0.032561 -1.143030 -0.891641 -1.294413  -0.023516  0.390142  0.698624
149 -0.915149 -0.256907 -0.796297 -0.303409  0.422058      -0.507935     -0.637351 -0.849745 -0.975477  0.559889 -0.847919 -1.129278 -0.697273 -0.049802  1.412942  1.756479  1.850548  0.075052 -0.526344         0.621541       -1.302547 -0.677230  0.838320 -1.188647    0.478050  0.921900  1.837982  0.215644  1.902819   1.567546 -0.609349 -1.250623
150  1.493032  0.445606  0.754634 -0.082620  1.559161       0.073190     -0.297880 -1.013659 -0.975477 -0.120995 -1.515016 -1.815113 -0.613249  0.437519 -0.458589  0.739717  0.621041 -0.094444 -0.120633         1.195902        0.053669  1.101739 -0.851929 -0.137613    0.660419  0.009860 -0.216499 -0.720811 -0.886950  -0.023516  0.019768 -1.643749
151  1.186613 -1.329614 -2.300154 -1.169831 -1.020152      -0.217372     -1.470182  0.288548  0.802792  0.219447 -0.456830 -0.443443 -0.426529 -0.925505  1.071222  1.231947  0.361361 -0.619013  0.837099         0.212527       -0.688160  0.091803  1.683445 -1.422210   -0.150109  0.335084  0.287050 -0.327279  0.544607   0.772015 -1.755952 -0.862958
152  0.495775  0.026542 -0.460592 -0.377435 -0.388700      -2.433951      0.617977  1.955009  0.802792 -0.376326  2.151677  1.981226  3.046464  4.319241  0.468526  0.652038  0.761481  0.030166 -1.083409        -0.013736       -0.365533 -1.020052 -0.851929  0.796639   -1.481691 -1.771801 -1.414946 -0.509866 -0.543775  -1.614577  1.819717  1.479415
153 -0.224311  1.294731 -0.611721 -1.054609 -1.573183       1.227139      0.105301  1.071694 -0.975477 -0.546547  0.562060 -0.069351  0.367031 -0.603431  0.311363  2.330235  0.561421  0.452232  0.282977         0.517112        0.152251  0.230785 -0.851929  1.146984    0.040944  0.426995 -0.286996 -0.291314 -0.473147   0.371468  0.122746 -0.082167
154 -0.349665  0.043647  1.481788  0.281071 -0.922126       0.197717      0.369847 -0.230514  0.355116 -0.631658  0.268275 -0.110917  0.833831  0.695388  0.702107  0.945838  0.605143  0.539326 -0.097089        -0.622906       -0.718491 -0.853274 -0.851929 -0.254394   -0.793707 -1.071863  0.428044  0.820811  0.106357  -1.214030  0.378892 -0.082167
155  0.015253 -0.033324 -0.103828  0.941509  0.142683      -0.217372      0.622135  0.288548  0.802792 -0.546547 -0.456830 -0.443443 -0.165121 -0.689212  0.335875  2.376382  1.459703  0.099170 -0.199253         1.195902        0.053669  1.101739 -0.851929 -1.188647    0.660419  0.009860  0.226624 -0.079678  0.469452  -0.023516 -0.866361 -0.862958
156  0.038931 -0.533025  0.850019  0.331924  0.391833       0.828653     -0.617424 -1.778592 -1.416936 -0.120995 -1.316665 -0.942232 -0.426529 -0.525544  1.575872  0.544363 -0.199072 -1.319108  0.290544        -2.641869        0.586714  2.000489  0.838320 -0.020831    2.299808  2.102604  2.845081  3.218660  2.265915   1.567546 -0.341088 -0.862958
157  1.564066  1.769997  0.919389  0.155550 -0.173860       0.289037     -0.608178  0.079102  1.691927 -1.142320 -0.223861  0.249320  1.281959 -0.152949  0.843409  1.275017  0.603818  0.710162 -0.150483         1.195902        0.053669  1.101739 -0.851929 -1.655773    0.660419  0.009860 -0.307138 -0.279557 -0.738452  -0.023516  1.328192  0.698624
158  0.300781  1.691804  1.258810  1.548519 -0.409122      -0.507935     -0.297597 -0.849745 -0.975477 -0.461437 -0.847919 -1.129278 -0.109105 -0.125057  0.803037  0.576666 -0.328912 -1.734475  1.523235        -0.318321        0.591038  0.304909  0.838320  0.095950   -0.390373 -0.371925  1.737272  0.165847  0.509293  -0.819046 -0.763383 -1.250623
159 -0.169991  0.124283  0.285143 -0.683837 -0.262900       0.197717      0.369847 -0.230514  0.355116 -0.546547  0.268275 -0.110917 -0.715945 -0.547121  1.489361  0.645886 -0.055982 -0.280020 -0.171925         0.517112        0.152251  0.230785 -0.851929 -0.020831    0.040944  0.426995  0.307192  0.908647  0.997344   0.371468 -1.294715 -0.082167
160 -1.037717 -1.046165 -1.682012 -1.200085 -0.552894       0.679221     -1.199086 -0.676724  0.802792  0.304557  0.385228  0.824313 -0.062425 -0.264517  1.568663  1.513441  0.227546  0.177554  0.399855        -0.013736       -0.365533 -1.020052 -0.851929 -1.071865   -1.481691 -1.771801 -0.256783  0.018532 -0.496690  -1.614577  0.498312  1.479415
161  0.635057  1.283735  1.455774 -0.677400 -0.347856      -2.433951      0.617977  1.955009  0.802792 -0.461437  2.151677  1.981226  2.028840  3.934542 -0.568170  0.349009 -0.515723 -0.151390  0.201414        -0.622906       -0.365238 -0.853274 -0.851929 -1.071865   -0.793707 -1.071863 -1.012107 -0.669631 -1.080721  -1.214030  1.881158  1.479415
162 -0.908185  0.736386  1.504085 -0.111586  0.777402       0.579600      0.200116  0.215697 -0.975477  0.815220 -0.038608  0.339379 -0.323833  0.276482  0.552153 -0.575460  0.263318 -0.545319 -0.618418         0.621541       -1.302547 -0.677230  0.838320 -0.604739    0.478050  0.921900  0.931593 -0.033340  0.770070   1.567546 -0.170612  0.305499
163 -0.293952 -0.331434 -1.071302 -1.137003 -1.030363       0.289037     -0.608178  0.079102  1.691927 -0.376326 -0.223861  0.249320  0.348359 -0.365560 -0.428310  0.182882  1.914143 -0.648491 -0.201775         0.778185       -0.697773 -1.798351 -1.271536 -0.254394   -1.277129 -0.880970  0.035276 -0.695912 -1.380434  -0.819046  0.228319  0.698624
164  0.849551 -0.291116 -0.614198 -1.834775 -0.452009       0.073190     -0.297880 -1.013659 -0.975477  0.049226 -1.515016 -1.815113 -0.407857 -0.108217  0.634339 -0.550849  0.801228  1.033077  0.150122         0.116801        0.328725 -0.223223  0.412803  1.146984    0.357436 -0.032561 -0.015079 -0.432405  0.383432  -0.023516 -0.918283 -1.643749
165 -1.805159 -0.612440 -0.027025 -0.038205 -0.113410       0.073190     -0.297880 -1.013659 -0.975477 -1.057210 -1.515016 -1.815113 -0.771961 -0.642901  0.598293  0.488987 -0.736981 -0.448846 -0.490608        -0.622906       -0.365238 -0.853274 -0.851929  0.796639   -0.793707 -1.071863  0.669748  0.539322  0.217730  -1.214030 -1.236736 -1.643749
166  1.130900  0.680185 -0.003489 -0.559603  0.673250       0.579600      0.200116  0.215697 -0.975477  1.070552 -0.038608  0.339379  0.843167 -0.097692 -0.304310  0.016754  0.766780 -0.449516 -0.317813        -0.318321        0.591038  0.304909  0.838320 -0.955084   -0.390373 -0.371925  0.699961 -0.287856  1.034469  -0.819046  0.262069  0.305499
167  0.385743  0.217137 -0.176915  0.529540 -1.273794       0.197717      0.369847 -0.230514  0.355116 -0.120995  0.268275 -0.110917 -0.249145 -0.511861 -1.300633 -0.218593 -0.101029 -0.641121 -0.280815         1.195902        0.053669  1.101739 -0.851929 -0.254394    0.660419  0.009860 -0.357493 -0.074145  0.655980  -0.023516 -0.669059 -0.082167
168 -0.378914  0.372301  0.558910 -0.313065 -1.035673      -2.433951      0.617977  1.955009  0.802792 -1.567873  2.151677  1.981226  0.208319  0.687494  1.036618  0.384388  0.738957  1.073943 -0.519618         0.212527       -0.688160  0.091803  1.683445 -1.188647   -0.150109  0.335084 -0.518629 -0.424797 -0.059345   0.772015  1.111852  1.479415
169  0.066787 -0.627101 -2.827867 -1.182062 -2.323491       0.679221     -1.199086 -0.676724  0.802792 -0.546547  0.385228  0.824313  0.637775 -0.227679 -2.066260  0.538210  0.418332  0.188273 -0.361958         0.778185       -2.017534 -1.798351 -1.271536 -0.020831   -1.277129 -0.880970 -0.820758 -0.431713 -1.093398  -0.819046  0.534657  1.479415
170 -0.179741 -1.234317 -2.342272 -0.981871 -0.999321      -0.507935     -0.297597 -0.849745 -0.975477 -0.035884 -0.847919 -1.129278 -0.417193 -0.025067  1.062571  0.232105  2.530222  0.736290  0.782023         0.517112        0.152251  0.230785 -0.851929 -0.955084    0.040944  0.426995  0.367618 -0.330737 -0.134500   0.371468 -0.137728 -1.250623
171  0.364850  0.566561  0.264084  0.061569 -1.002180       0.289037     -0.608178  0.079102  1.691927 -0.461437 -0.223861  0.249320 -0.025081 -0.336089 -1.313610  1.282708  1.405382  0.408016  0.075286        -0.013736       -0.365533 -1.020052 -0.851929 -0.604739   -1.481691 -1.771801  0.448186 -0.366009 -0.059345  -1.614577 -0.213014  0.698624
172  1.616993  1.248304  1.750599  0.535977  0.737784      -0.217372      0.622135  0.288548  0.802792 -1.312541 -0.456830 -0.443443  1.646064  1.311643  0.618479  1.031978  0.333538  0.282066 -0.269464        -2.641869        0.586714  2.000489  0.838320 -1.655773    2.299808  2.102604  0.941664 -0.232527  0.469452   1.567546  0.592636 -0.862958
173 -0.678370 -0.049207  0.189758  0.363465  0.487000       0.679221     -1.199086 -0.676724  0.802792  0.049226  0.385228  0.824313  0.339023  0.351211 -0.659007  1.681107  0.463378 -0.373812 -0.977462         1.195902        0.053669  1.101739 -0.851929 -0.955084    0.660419  0.009860 -0.186286 -0.570037 -0.721248  -0.023516  1.046950  1.479415
174  1.456819 -0.524473 -0.676137 -1.736289 -0.200817       0.828653     -1.886750 -1.778592 -1.416936 -1.057210 -1.316665 -0.942232  0.880511 -0.492390  0.239270  0.701261  1.047659  1.979042 -0.301837         0.116801        0.328725 -0.223223  0.412803 -0.254394    0.357436 -0.032561  0.599251 -0.304455 -0.426968  -0.023516  0.318317 -0.862958
175  0.447027 -0.258129 -0.057994  0.152975 -0.509191       0.289037      0.214077  0.079102  1.691927 -1.227431 -0.223861  0.249320  0.572423 -0.325564  1.200989  0.981217  0.288492 -0.257912 -0.246340        -0.318321        0.591038  0.304909  0.838320 -0.721520   -0.390373 -0.371925  0.266908  0.117433 -0.263077  -0.819046  0.967337  0.698624
176  0.704698  0.283112 -0.036935 -0.089701 -1.275020       0.679221     -1.199086 -0.676724  0.802792  0.134337  0.385228  0.824313  0.609767  0.150179  0.099410  0.862774  0.011588  2.492221 -0.631031         0.116801        3.049238 -0.223223  0.412803 -1.071865    0.357436 -0.032561 -1.646579  0.764099 -0.851636  -0.023516  1.118775  1.479415
177 -0.423484  0.206141  0.665443  0.623520 -0.205718       0.828653     -0.617424 -1.778592 -1.416936 -0.546547 -1.316665 -0.942232 -0.631921 -0.497652  0.854944  2.064123  1.400082  1.094042  0.386401        -0.622906       -0.202327 -0.853274 -0.851929 -0.955084   -0.793707 -1.071863  0.699961  1.336069  1.072499  -1.214030 -1.665089 -0.862958
178  0.378779 -0.054094  0.110478 -1.064264  1.231999       0.197717      2.986394 -0.230514  0.355116  0.815220  0.268275 -0.110917  0.451055  0.035453  0.816013  2.244095  0.937692 -0.113873  0.294748        -2.641869        0.586714  2.000489  0.838320 -0.020831    2.299808  2.102604  0.921522  0.381632  0.505671   1.567546  0.857436 -0.082167
179  0.676841  1.055266  0.272755  0.474825 -0.017018       0.579600      0.082600  0.215697 -0.975477 -0.631658 -0.038608  0.339379  0.703127 -0.407661  0.145550  1.207335  0.500475  1.114140 -0.339675         0.212527        0.166766  0.091803  1.683445 -0.137613   -0.150109  0.335084 -0.498487 -0.031265  0.026675   0.772015  0.391873  0.305499
180  0.391314  0.882997  0.214534 -0.540292  0.481690       1.227139      0.105301  1.071694 -0.975477 -0.886989  0.562060 -0.069351  0.488399 -0.557646  2.524615  1.607272  1.196048  0.842812  1.315964        -0.013736       -0.365533 -1.020052 -0.851929 -0.838302   -1.481691 -1.771801 -0.720048  0.074553 -1.100642  -1.614577  0.796861 -0.082167
181  1.132293  0.643532 -0.563409 -0.071677 -0.050102      -0.217372      0.622135  0.288548  0.802792 -0.291216 -0.456830 -0.443443 -0.183793 -0.461340  0.402200  1.802626  0.595868  0.659246 -0.069761         0.621541       -1.302547 -0.677230  0.838320  0.446295    0.478050  0.921900  0.357547  0.730901  1.095135   1.567546 -0.378298 -0.862958
182 -0.759153  0.081521  1.486743  1.138481 -0.348673      -2.433951      0.617977  1.955009  0.802792 -1.057210  2.151677  1.981226  1.935480  5.292303  0.155643  1.002752 -0.432254  0.933254  0.750911         0.517112        0.030065  0.230785 -0.851929  1.730892    0.040944  0.426995  0.176269  0.116050  0.270248   0.371468  1.977213  1.479415
183  0.506918 -0.431619 -0.051800 -0.891752 -0.437305       0.828653     -0.617424 -1.778592 -1.416936 -0.801879 -1.316665 -0.942232  0.077615 -0.611325 -0.536449  1.079663  0.761481  1.112800 -0.767669        -0.013736       -0.365533 -1.020052 -0.851929 -0.020831   -1.481691 -1.771801  0.981948 -0.303763  0.529214  -1.614577 -1.062798 -0.862958
184  0.459562  0.401623  1.618051 -0.283455  0.067121       1.227139      0.105301  1.071694 -0.975477 -0.631658  0.562060 -0.069351 -0.099769 -0.151897  1.733035 -0.437020 -0.585942  0.347051  0.311566        -0.622906       -0.202327 -0.853274 -0.851929 -1.889336   -0.793707 -1.071863 -2.069560 -0.412348 -1.417558  -1.214030  0.119284 -0.082167
