gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT02/1270555,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270555?gameHash=48cc4673e669584b&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 21:37,1,10.01,100,Blue,team,,Cloud9,,Irelia,Ornn,Lucian,Ekko,Orianna,1474,1,9,3,18,9,3,1,0,0,0,0,,,,0.3664,0.4885,1,2,1,2,1,1,0,0,1,0,0,0,1,2,0,1,1,0,1,9,2,1,1,1,0,37023,1507.0421,,81,3.2972,26,1.0583,36,166,6.7571,44824,28411,1156.4858,,37750,0.095476,,643,159,93,17,32.6459,14775,18367,327,14978,18459,334,-203,-92,-7,22949,28643,485,22995,27534,481,-46,1109,4
ESPORTSTMNT02/1270555,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270555?gameHash=48cc4673e669584b&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 21:37,1,10.01,200,Red,team,,Team Liquid,,Akali,Qiyana,Rumble,Zoe,LeBlanc,1474,0,3,9,6,3,9,0,0,0,0,1,,,,0.1221,0.4885,0,1,2,1,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,9,0,0,0,1,24360,991.5875,,61,2.483,19,0.7734,26,122,4.9661,36474,20061,816.5943,,34310,-0.095476,,612,132,110,0,30.2849,14978,18459,334,14775,18367,327,203,92,7,22995,27534,481,22949,28643,485,46,-1109,-4
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,1,Blue,top,Ruin,Counter Logic Gaming,Ornn,Irelia,Qiyana,Gangplank,Aphelios,Varus,2413,0,0,4,3,4,15,0,0,0,0,0,0,0,0,0.0995,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,12556,312.2089,0.192967,18,0.4476,11,0.2735,5,37,0.92,11138,5940,147.7,0.184495,10945,,246,234,12,12,0,6.1169,2889,4264,69,3230,4369,79,-341,-105,-10,4673,6514,115,5197,7569,133,-524,-1055,-18
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,2,Blue,jng,Wiggily,Counter Logic Gaming,Rek'Sai,Irelia,Qiyana,Gangplank,Aphelios,Varus,2413,0,1,3,3,4,15,0,0,0,0,1,1,0,0,0.0995,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,9954,247.5093,0.152978,34,0.8454,13,0.3232,20,56,1.3925,11649,6451,160.4061,0.200367,10775,,227,38,189,137,8,5.6444,3568,3396,70,2981,2935,56,587,461,14,5136,4934,96,4789,5025,88,347,-91,8
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,3,Blue,mid,Crown,Counter Logic Gaming,Cassiopeia,Irelia,Qiyana,Gangplank,Aphelios,Varus,2413,0,2,3,2,4,15,0,0,0,0,1,0,1,0,0.0995,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,13909,345.8516,0.213761,22,0.547,15,0.373,16,52,1.293,14446,9248,229.9544,0.287242,14100,,323,290,33,32,0,8.0315,3564,4404,85,3562,4930,89,2,-526,-4,5210,6626,130,6291,8692,166,-1081,-2066,-36
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,4,Blue,bot,Stixxay,Counter Logic Gaming,Senna,Irelia,Qiyana,Gangplank,Aphelios,Varus,2413,0,1,1,3,4,15,0,0,0,0,1,0,1,0,0.0995,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,1,23772,591.0982,0.365341,23,0.5719,17,0.4227,16,44,1.0941,13469,8271,205.661,0.256896,13200,,313,304,9,9,0,7.7828,3075,2630,71,2994,2371,72,81,259,-1,4998,4717,126,5073,4752,118,-75,-35,8
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,5,Blue,sup,Smoothie,Counter Logic Gaming,Leona,Irelia,Qiyana,Gangplank,Aphelios,Varus,2413,0,0,4,3,4,15,0,0,0,0,1,0,1,0,0.0995,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,4877,121.2681,0.0749524,70,1.7406,17,0.4227,20,103,2.5611,7484,2286,56.8421,0.0710002,7100,,40,40,0,0,0,0.9946,2029,2345,9,1997,2284,11,32,61,-2,3179,3450,19,3428,3356,17,-249,94,2
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,6,Red,top,Huni,Dignitas,Renekton,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,2,0,5,15,4,1,0,0,0,0,0,0,0,0.373,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,10139,252.1094,0.142001,13,0.3232,24,0.5968,9,67,1.666,14021,8823,219.3867,0.207361,12025,,265,256,9,0,1,6.5893,3230,4369,79,2889,4264,69,341,105,10,5197,7569,133,4673,6514,115,524,1055,18
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,7,Red,jng,Grig,Dignitas,Elise,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,1,0,8,15,4,0,0,0,0,0,0,0,0,0.373,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,11341,281.9975,0.158835,37,0.92,21,0.5222,13,87,2.1633,11626,6428,159.8342,0.151072,11225,,194,35,159,98,17,4.8239,2981,2935,56,3568,3396,70,-587,-461,-14,4789,5025,88,5136,4934,96,-347,91,-8
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,8,Red,mid,Froggen,Dignitas,Viktor,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,5,1,7,15,4,1,0,0,0,0,0,0,0,0.373,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,24263,603.3071,0.339813,20,0.4973,13,0.3232,9,61,1.5168,16385,11187,278.1683,0.262921,16175,,350,315,35,24,4,8.7029,3562,4930,89,3564,4404,85,-2,526,4,6291,8692,166,5210,6626,130,1081,2066,36
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,9,Red,bot,Johnsun,Dignitas,Ashe,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,5,1,6,15,4,1,0,0,0,0,0,0,0,0.373,0.4724,,,,,,,,,,,,,,,,,,,,,,,,1,0,20850,518.4418,0.292013,25,0.6216,24,0.5968,13,94,2.3373,17386,12188,303.0584,0.286447,16525,,347,298,49,37,4,8.6283,2994,2371,72,3075,2630,71,-81,-259,1,5073,4752,118,4998,4717,126,75,35,-8
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,10,Red,sup,aphromoo,Dignitas,Tahm Kench,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,2,2,8,15,4,0,0,0,0,0,0,0,1,0.373,0.4724,,,,,,,,,,,,,,,,,,,,,,,,0,0,4808,119.5524,0.067338,56,1.3925,8,0.1989,19,91,2.2627,9121,3923,97.5466,0.0921981,7650,,28,28,0,0,0,0.6962,1997,2284,11,2029,2345,9,-32,-61,2,3428,3356,17,3179,3450,19,249,-94,-2
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,100,Blue,team,,Counter Logic Gaming,,Irelia,Qiyana,Gangplank,Aphelios,Varus,2413,0,4,15,14,4,15,0,0,0,0,1,,,,0.0995,0.4724,1,3,3,3,3,0,1,2,0,0,0,0,1,1,1,0,0,1,1,2,11,0,0,0,1,65068,1617.9362,,167,4.1525,73,1.8152,77,292,7.2607,58186,32195,800.5387,,56120,-0.124958,,906,243,190,8,28.5702,15125,17039,304,14764,16889,307,361,150,-3,23196,26241,486,24778,29394,522,-1582,-3153,-36
ESPORTSTMNT02/1270576,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270576?gameHash=a054564b4232b1fc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 22:32,1,10.01,200,Red,team,,Dignitas,,Akali,Lucian,Rumble,LeBlanc,Kennen,2413,1,15,4,34,15,4,3,0,0,0,0,,,,0.373,0.4724,0,3,3,3,3,1,0,2,0,0,0,0,0,1,1,1,1,0,0,11,2,1,1,1,0,71401,1775.4082,,151,3.7547,90,2.2379,63,400,9.9461,68539,42548,1057.9693,,63600,0.124958,,932,252,159,26,29.4405,14764,16889,307,15125,17039,304,-361,-150,3,24778,29394,522,23196,26241,486,1582,3153,36
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,1,Blue,top,Ssumday,100 Thieves,Gangplank,Qiyana,Rumble,Senna,Vladimir,Lee Sin,2282,1,5,2,6,14,12,1,0,0,0,1,1,0,0,0.3681,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,26491,696.5206,0.319334,13,0.3418,7,0.184,2,29,0.7625,19164,14233,374.2244,0.344156,18683,,357,340,17,15,1,9.3865,3259,4792,82,3331,5016,81,-72,-224,1,6639,7185,132,5196,7026,119,1443,159,13
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,2,Blue,jng,Meteos,100 Thieves,Gragas,Qiyana,Rumble,Senna,Vladimir,Lee Sin,2282,1,0,2,5,14,12,0,0,0,0,1,0,1,0,0.3681,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,11198,294.4259,0.134986,31,0.8151,16,0.4207,9,81,2.1297,10326,5395,141.8493,0.130454,8825,,158,31,127,86,11,4.1543,2489,2066,39,2808,2659,58,-319,-593,-19,4299,4316,76,4259,4819,89,40,-503,-13
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,3,Blue,mid,Ryoma,100 Thieves,Zoe,Qiyana,Rumble,Senna,Vladimir,Lee Sin,2282,1,4,1,9,14,12,0,0,0,0,0,0,0,0,0.3681,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,20072,527.7476,0.241957,17,0.447,7,0.184,9,35,0.9202,12842,7911,208.0018,0.19129,11475,,197,177,20,16,0,5.1797,2833,4210,65,2828,4235,65,5,-25,0,4337,5935,98,5469,7254,115,-1132,-1319,-17
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,4,Blue,bot,Cody Sun,100 Thieves,Miss Fortune,Qiyana,Rumble,Senna,Vladimir,Lee Sin,2282,1,4,1,7,14,12,1,0,0,0,0,0,0,0,0.3681,0.6836,,,,,,,,,,,,,,,,,,,,,,,,1,0,20780,546.3628,0.250491,18,0.4733,10,0.2629,8,31,0.8151,14895,9964,261.9807,0.240932,13350,,290,276,14,12,2,7.6249,3287,3111,89,2968,2924,76,319,187,13,5533,5577,131,4531,4595,117,1002,982,14
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,5,Blue,sup,Stunt,100 Thieves,Leona,Qiyana,Rumble,Senna,Vladimir,Lee Sin,2282,1,1,6,6,14,12,0,0,0,0,0,0,0,0,0.3681,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,4416,116.1087,0.0532324,64,1.6827,19,0.4996,16,106,2.787,8784,3853,101.3059,0.0931682,8600,,44,44,0,0,0,1.1569,2105,2407,16,1992,1979,12,113,428,4,3250,3309,24,3145,3246,21,105,63,3
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,6,Red,top,Hauntzer,Golden Guardians,Ornn,Akali,Lucian,Aphelios,Lissandra,Elise,2282,0,2,2,7,12,14,0,0,0,0,0,0,0,0,0.3155,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,13273,348.9833,0.1686,19,0.4996,8,0.2103,7,35,0.9202,11971,7040,185.1008,0.210256,11225,,247,231,16,12,0,6.4943,3331,5016,81,3259,4792,82,72,224,-1,5196,7026,119,6639,7185,132,-1443,-159,-13
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,7,Red,jng,Closer,Golden Guardians,Jarvan IV,Akali,Lucian,Aphelios,Lissandra,Elise,2282,0,2,4,9,12,14,1,0,0,0,0,0,0,1,0.3155,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,9581,251.9106,0.121702,11,0.2892,26,0.6836,12,54,1.4198,10505,5574,146.5557,0.166473,10450,,170,43,127,67,18,4.4698,2808,2659,58,2489,2066,39,319,593,19,4259,4819,89,4299,4316,76,-40,503,13
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,8,Red,mid,Goldenglue,Golden Guardians,LeBlanc,Akali,Lucian,Aphelios,Lissandra,Elise,2282,0,6,3,5,12,14,2,0,0,0,0,0,0,0,0.3155,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,27961,735.1709,0.355173,30,0.7888,14,0.3681,9,68,1.7879,14077,9146,240.4733,0.273152,13600,,257,241,16,12,0,6.7572,2828,4235,65,2833,4210,65,-5,25,0,5469,7254,115,4337,5935,98,1132,1319,17
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,9,Red,bot,FBI,Golden Guardians,Varus,Akali,Lucian,Aphelios,Lissandra,Elise,2282,0,1,1,7,12,14,0,0,0,0,0,0,0,0,0.3155,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,1,22796,599.369,0.289565,19,0.4996,14,0.3681,12,39,1.0254,14079,9148,240.5259,0.273212,14000,,354,333,21,21,0,9.3076,2968,2924,76,3287,3111,89,-319,-187,-13,4531,4595,117,5533,5577,131,-1002,-982,-14
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,10,Red,sup,Keith,Golden Guardians,Braum,Akali,Lucian,Aphelios,Lissandra,Elise,2282,0,1,4,7,12,14,0,0,0,0,0,0,0,0,0.3155,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,5114,134.461,0.0649603,48,1.2621,12,0.3155,18,88,2.3138,7506,2575,67.7038,0.0769069,7350,,35,35,0,0,0,0.9202,1992,1979,12,2105,2407,16,-113,-428,-4,3145,3246,21,3250,3309,24,-105,-63,-3
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,10,Red,sup,Keith,Golden Guardians,Braum,Akali,Lucian,Aphelios,Lissandra,Elise,2282,0,1,4,7,12,14,0,0,0,0,0,0,0,0,0.3155,0.6836,,,,,,,,,,,,,,,,,,,,,,,,0,0,5114,134.461,0.0649603,48,1.2621,12,0.3155,18,88,2.3138,7506,2575,67.7038,0.0769069,7350,,35,35,0,0,0,0.9202,1992,1979,12,2105,2407,16,-113,-428,-4,3145,3246,21,3250,3309,24,-105,-63,-3
ESPORTSTMNT02/1270592,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1270592?gameHash=7fa61eb33bd32bfc&amp;tab=overview,LCS,2020,Spring,0,1/25/2020 23:39,1,10.01,100,Blue,team,,100 Thieves,,Qiyana,Rumble,Senna,Vladimir,Lee Sin,2282,1,14,12,33,14,12,2,0,0,0,1,,,,0.3681,0.6836,0,2,4,0,4,0,0,0,0,1,1,0,1,1,0,1,1,0,1,10,3,0,0,2,0,82957,2181.1656,,143,3.7599,59,1.5513,44,282,7.4145,66011,41357,1087.3883,,60933,0.0732915,,868,178,129,14,27.5022,13973,16586,291,13927,16813,292,46,-227,-1,24058,26322,461,22600,26940,461,1458,-618,0
